,name,company,year,Price,kms_driven,fuel_type
494,ToyotaFortuner,Toyota,2015,1525000,120000,Diesel
495,MarutiSuzuki,Maruti,2014,190000,6020,Petrol
496,HondaAmaze,Honda,2013,250000,55700,Diesel
497,TataIndica,Tata,2005,80000,42000,Petrol
498,HyundaiSantro,Hyundai,2003,120000,50000,Petrol
499,MarutiSuzuki,Maruti,2010,149000,35000,Petrol
500,MarutiSuzuki,Maruti,2014,250000,18500,Petrol
501,MarutiSuzuki,Maruti,2007,120000,7000,Petrol
502,HondaBrio,Honda,2017,450000,11000,Petrol
504,MarutiSuzuki,Maruti,2003,99999,53000,Petrol
505,MarutiSuzuki,Maruti,2008,135000,23000,Petrol
506,MarutiSuzuki,Maruti,2016,225000,35500,Diesel
507,MarutiSuzuki,Maruti,2010,99000,22134,Petrol
508,RenaultKwid,Renault,2019,370000,1000,Petrol
509,TataNano,Tata,2010,52000,9000,Petrol
510,JaguarXE,Jaguar,2016,2800000,8500,Petrol
512,HyundaiEon,Hyundai,2014,190000,35000,Petrol
513,HondaCity,Honda,2014,499000,22000,Petrol
514,HindustanMotors,Hindustan,2002,90000,25000,Diesel
515,MarutiSuzuki,Maruti,2010,149000,40000,Petrol
516,HyundaiGrand,Hyundai,2017,400000,20000,Petrol
517,HyundaiEon,Hyundai,2016,120000,87000,Petrol
518,MarutiSuzuki,Maruti,2015,250000,55000,Petrol
519,MarutiSuzuki,Maruti,2017,375000,23000,Petrol
520,HondaAmaze,Honda,2014,381000,6000,Petrol
521,MarutiSuzuki,Maruti,2013,180000,65000,Petrol
522,MarutiSuzuki,Maruti,2016,580000,25000,Diesel
523,MarutiSuzuki,Maruti,2015,278000,39000,Petrol
525,HyundaiCreta,Hyundai,2016,1000000,8000,Petrol
526,MahindraScorpio,Mahindra,2013,690000,75000,Diesel
527,MarutiSuzuki,Maruti,2012,480000,51000,Diesel
528,MitsubishiLancer,Mitsubishi,2006,85000,50000,Petrol
529,MarutiSuzuki,Maruti,2001,40000,75000,Petrol
530,MarutiSuzuki,Maruti,2015,90000,55800,Petrol
531,HyundaiGrand,Hyundai,2015,340000,53000,Petrol
532,HyundaiEon,Hyundai,2018,260000,25000,Petrol
533,FordFiesta,Ford,2009,250000,56400,Petrol
534,MarutiSuzuki,Maruti,2010,180000,72160,Diesel
535,HyundaiVerna,Hyundai,2012,350000,10000,Diesel
536,MarutiSuzuki,Maruti,2006,90001,48000,Petrol
537,MarutiSuzuki,Maruti,2007,115000,36000,Petrol
538,AudiA6,Audi,2012,1599000,11500,Diesel
539,MarutiSuzuki,Maruti,2003,130000,133000,Petrol
540,MarutiSuzuki,Maruti,2009,159000,27000,Petrol
541,MarutiSuzuki,Maruti,2009,160000,35000,Petrol
542,MarutiSuzuki,Maruti,2010,110000,55000,Petrol
543,MarutiSuzuki,Maruti,2016,425000,40000,Petrol
544,HyundaiVerna,Hyundai,2019,900000,2000,Petrol
545,MarutiSuzuki,Maruti,2009,150000,45000,Petrol
546,HyundaiGetz,Hyundai,2009,110000,20000,Petrol
547,HyundaiSantro,Hyundai,2000,51999,88000,Petrol
548,HyundaiGetz,Hyundai,2009,115000,20000,Petrol
549,ChevroletBeat,Chevrolet,2012,215000,65422,Diesel
550,FordEcoSport,Ford,2017,580000,10000,Petrol
551,MarutiSuzuki,Maruti,2013,380000,35000,Petrol
552,HyundaiFluidic,Hyundai,2013,350000,117000,Diesel
553,TataIndica,Tata,2005,35000,150000,Diesel
554,BMWX1,BMW,2011,1150000,72000,Diesel
555,Hyundaii20,Hyundai,2010,300000,10750,Petrol
556,HondaCity,Honda,2009,269000,55000,Petrol
557,TataNano,Tata,2013,60000,6800,Petrol
558,ChevroletCruze,Chevrolet,2014,400000,41000,Diesel
559,HyundaiVerna,Hyundai,2015,430000,73000,Diesel
561,MarutiSuzuki,Maruti,2011,140000,65000,Diesel
563,MahindraXUV500,Mahindra,2018,1299000,40000,Diesel
564,MarutiSuzuki,Maruti,2014,199000,37000,Petrol
565,HyundaiAccent,Hyundai,2006,90000,55000,Petrol
566,ForceMotors,Force,2013,550000,140000,Diesel
568,MarutiSuzuki,Maruti,2019,265000,9800,Petrol
569,ChevroletSpark,Chevrolet,2011,100000,27000,Petrol
570,Hyundaii10,Hyundai,2009,215000,27000,Petrol
571,ToyotaEtios,Toyota,2012,380000,20000,Diesel
572,RenaultDuster,Renault,2013,401919,57923,Diesel
573,ChevroletEnjoy,Chevrolet,2014,490000,30201,Diesel
574,MarutiSuzuki,Maruti,2017,280000,6200,Petrol
575,BMW5,BMW,2009,650000,37518,Petrol
576,ToyotaEtios,Toyota,2014,160000,24652,Petrol
577,MahindraJeep,Mahindra,2004,424000,383,Diesel
578,ChevroletBeat,Chevrolet,2016,225000,95000,Diesel
579,ChevroletCruze,Chevrolet,2011,350000,35000,Diesel
580,JeepWrangler,Jeep,2015,950000,3528,Diesel
581,MarutiSuzuki,Maruti,2013,485000,52500,Diesel
582,HyundaiVerna,Hyundai,2010,205000,47900,Diesel
583,MarutiSuzuki,Maruti,2012,160000,14000,Petrol
584,MarutiSuzuki,Maruti,2018,310000,37000,Petrol
585,TataZest,Tata,2017,180000,90000,Diesel
586,MahindraXUV500,Mahindra,2013,549900,52800,Diesel
587,TataIndigo,Tata,2016,150000,104000,Diesel
588,Hyundaii10,Hyundai,2011,175000,30000,Petrol
589,TataIndigo,Tata,2014,95000,195000,Diesel
590,TataIndigo,Tata,2016,230000,104000,Diesel
591,TataIndigo,Tata,2016,230000,104000,Diesel
592,TataIndigo,Tata,2004,180000,70000,Diesel
594,HyundaiXcent,Hyundai,2015,400000,43000,Diesel
595,HyundaiEon,Hyundai,2013,185000,23000,Petrol
596,RenaultDuster,Renault,2015,385000,51000,Diesel
597,MarutiSuzuki,Maruti,2009,90000,62000,Petrol
598,TataNano,Tata,2010,32000,48008,Petrol
600,RenaultDuster,Renault,2013,435000,39000,Diesel
601,MarutiSuzuki,Maruti,2010,225000,40000,Petrol
602,MarutiSuzuki,Maruti,2006,189700,48247,Petrol
603,MarutiSuzuki,Maruti,2012,389700,39000,Diesel
604,MarutiSuzuki,Maruti,2014,365000,23000,Petrol
605,MarutiSuzuki,Maruti,2017,360000,9400,Petrol
606,Hyundaii20,Hyundai,2010,210000,50000,Petrol
607,Hyundaii10,Hyundai,2009,170000,75000,Petrol
609,TataZest,Tata,2017,380000,70000,Diesel
610,MahindraXylo,Mahindra,2009,295000,64000,Diesel
611,ToyotaCorolla,Toyota,2010,185000,55000,Petrol
612,TataManza,Tata,2014,160000,200000,Diesel
615,RenaultKwid,Renault,2018,290000,2137,Petrol
617,TataVenture,Tata,2013,100000,30000,Diesel
618,MarutiSuzuki,Maruti,2014,315000,44000,Petrol
620,SkodaOctavia,Skoda,2006,114990,65000,Diesel
621,MarutiSuzuki,Maruti,2012,120000,160000,LPG
622,ChevroletBeat,Chevrolet,2011,125000,56000,Diesel
623,TataSumo,Tata,2012,210000,75000,Diesel
625,HyundaiVerna,Hyundai,2018,855000,42000,Diesel
626,TataSumo,Tata,2012,210000,75000,Diesel
627,MahindraScorpio,Mahindra,2007,260000,56000,Diesel
628,MarutiSuzuki,Maruti,2002,95000,10544,Petrol
629,MarutiSuzuki,Maruti,2011,255000,64000,Petrol
630,MahindraScorpio,Mahindra,2008,300000,70000,Diesel
631,HyundaiGrand,Hyundai,2014,340000,25000,Petrol
632,HyundaiElite,Hyundai,2017,550000,15000,Petrol
633,FordIkon,Ford,2003,60000,50000,Petrol
636,ToyotaInnova,Toyota,2011,750000,147000,Diesel
637,NissanSunny,Nissan,2011,230000,52000,Petrol
638,ChevroletBeat,Chevrolet,2012,130000,90001,Diesel
639,MarutiSuzuki,Maruti,2017,270000,21000,Petrol
640,MarutiSuzuki,Maruti,2012,280000,48006,Diesel
641,MarutiSuzuki,Maruti,2012,280000,48006,Diesel
642,MarutiSuzuki,Maruti,2012,280000,48006,Diesel
644,ToyotaInnova,Toyota,2012,600000,80000,Diesel
646,MarutiSuzuki,Maruti,2010,190000,74000,Diesel
647,HyundaiElite,Hyundai,2015,500000,22000,Petrol
648,MahindraXUV500,Mahindra,2016,1065000,41000,Diesel
649,VolkswagenPolo,Volkswagen,2015,350000,25000,Diesel
650,ToyotaEtios,Toyota,2012,350000,85000,Diesel
651,MahindraTUV300,Mahindra,2016,540000,29500,Diesel
652,HyundaiElite,Hyundai,2015,470000,30000,Petrol
653,HyundaiSantro,Hyundai,2014,179000,57000,Petrol
654,MarutiSuzuki,Maruti,2003,48000,60000,Petrol
655,MarutiSuzuki,Maruti,2016,650000,50000,Petrol
656,HyundaiEon,Hyundai,2013,190000,39700,Petrol
657,HyundaiElantra,Hyundai,2012,500000,65000,Petrol
658,MarutiSuzuki,Maruti,2010,270000,67000,Diesel
659,MarutiSuzuki,Maruti,2008,125000,46000,Petrol
660,HyundaiEon,Hyundai,2012,188000,38000,Petrol
661,HyundaiGrand,Hyundai,2016,380000,27000,Petrol
662,HyundaiVerna,Hyundai,2011,365000,43000,Diesel
663,FordEcoSport,Ford,2014,465000,47000,Petrol
664,Hyundaii20,Hyundai,2011,240000,42000,Petrol
665,ChevroletBeat,Chevrolet,2016,179999,19336,Diesel
666,TataIndica,Tata,2015,140000,60105,Diesel
667,JaguarXF,Jaguar,2013,2190000,29000,Diesel
668,AudiQ5,Audi,2014,2390000,34000,Diesel
669,BMW3,BMW,2011,1075000,35000,Diesel
670,MarutiSuzuki,Maruti,2015,475000,22000,Petrol
671,BMWX1,BMW,2012,1025000,41000,Diesel
672,MarutiSuzuki,Maruti,2016,615000,21000,Diesel
673,MarutiSuzuki,Maruti,2013,475000,48000,Diesel
674,MarutiSuzuki,Maruti,2016,270000,38000,Petrol
675,HondaCity,Honda,2014,475000,34000,Diesel
676,VolkswagenVento,Volkswagen,2011,240000,45933,Petrol
677,HondaCity,Honda,2005,120000,68000,Petrol
678,AudiA4,Audi,2016,1900000,44000,Diesel
679,MahindraKUV100,Mahindra,2017,360000,35000,Diesel
680,TataZest,Tata,2018,450000,102563,Diesel
681,MahindraXUV500,Mahindra,2015,900000,28600,Diesel
682,MarutiSuzuki,Maruti,2017,650000,41800,Diesel
683,TataSumo,Tata,2014,275000,116000,Diesel
684,MarutiSuzuki,Maruti,2009,210000,59000,Petrol
685,MahindraScorpio,Mahindra,2004,175000,58000,Diesel
686,MarutiSuzuki,Maruti,2009,85000,45000,Petrol
687,MitsubishiPajero,Mitsubishi,2015,1490000,42590,Diesel
688,RenaultDuster,Renault,2014,800000,7400,Diesel
689,VolkswagenJetta,Volkswagen,2009,450000,54500,Diesel
690,MarutiSuzuki,Maruti,2012,1000000,200000,Diesel
691,AudiA4,Audi,2013,1510000,27000,Diesel
692,VolvoS80,Volvo,2015,1850000,42000,Diesel
693,ToyotaCorolla,Toyota,2014,790000,29000,Petrol
694,MitsubishiPajero,Mitsubishi,2015,1725000,37000,Diesel
695,ChevroletBeat,Chevrolet,2012,135000,36000,Petrol
696,BMWX1,BMW,2011,1000000,34000,Diesel
697,DatsunRedi,Datsun,2018,299999,7000,Petrol
698,MercedesBenz,Mercedes,2009,1225000,76000,Diesel
699,MahindraScorpio,Mahindra,2004,175000,60000,Diesel
700,VolkswagenVento,Volkswagen,2011,200000,95000,Diesel
701,TataIndigo,Tata,2017,270000,50000,Diesel
702,FordFigo,Ford,2019,525000,0,Petrol
703,HondaCity,Honda,2006,180000,50000,Petrol
704,MarutiSuzuki,Maruti,2008,140000,68000,Petrol
705,FordEcoSport,Ford,2014,400000,16000,Petrol
706,MarutiSuzuki,Maruti,2016,499000,51000,Diesel
707,MarutiSuzuki,Maruti,2009,85000,56000,Petrol
708,MarutiSuzuki,Maruti,2004,70000,100000,Petrol
709,RenaultDuster,Renault,2015,550000,36000,Petrol
710,MarutiSuzuki,Maruti,2014,370000,11523,Petrol
711,MarutiSuzuki,Maruti,2018,690000,1000,Petrol
712,HondaWR,Honda,2009,250000,60000,Petrol
713,TataIndigo,Tata,2016,110000,85000,Diesel
714,RenaultDuster,Renault,2013,490000,38600,Diesel
715,MahindraScorpio,Mahindra,2009,320000,95500,Diesel
716,MarutiSuzuki,Maruti,2004,68000,56000,Petrol
717,MarutiSuzuki,Maruti,2014,130000,37458,Petrol
718,MarutiSuzuki,Maruti,2016,970000,85960,Diesel
720,HyundaiEon,Hyundai,2018,280000,35000,Petrol
721,MarutiSuzuki,Maruti,2009,125000,0,Petrol
722,MahindraScorpio,Mahindra,2008,285000,80000,Diesel
724,HyundaiSantro,Hyundai,2011,165000,45000,Petrol
726,MarutiSuzuki,Maruti,2009,250000,51000,Diesel
727,MahindraScorpio,Mahindra,2015,865000,30000,Diesel
729,MahindraXylo,Mahindra,2011,390000,48000,Diesel
730,HyundaiSantro,Hyundai,2003,60000,51000,Petrol
731,ChevroletBeat,Chevrolet,2015,215000,90000,Diesel
732,MarutiSuzuki,Maruti,2015,475000,43000,Diesel
733,MahindraXUV500,Mahindra,2015,899000,53000,Diesel
734,ToyotaFortuner,Toyota,2013,1499000,97000,Diesel
735,MarutiSuzuki,Maruti,2013,240000,20000,Petrol
736,HyundaiGetz,Hyundai,2007,99000,55000,Petrol
737,MarutiSuzuki,Maruti,2014,260000,120000,Diesel
738,HyundaiCreta,Hyundai,2019,1200000,0,Petrol
739,HyundaiSantro,Hyundai,2007,115000,46000,Petrol
740,HyundaiSantro,Hyundai,2009,88000,43200,Petrol
741,MahindraXylo,Mahindra,2011,390000,56000,Diesel
742,HyundaiSantro,Hyundai,2007,135000,42000,Petrol
743,TataIndica,Tata,2009,90000,30600,Diesel
744,Hyundaii10,Hyundai,2011,220000,38000,Petrol
745,HyundaiGrand,Hyundai,2017,424999,2550,Petrol
746,HyundaiSantro,Hyundai,2007,135000,47000,Petrol
747,HondaCity,Honda,2005,95000,41000,Petrol
748,NissanMicra,Nissan,2017,430000,62500,Diesel
749,HondaCity,Honda,2005,115000,68000,Petrol
750,MarutiSuzuki,Maruti,2015,215000,50000,Petrol
751,MarutiSuzuki,Maruti,2004,53000,69000,Petrol
752,MarutiSuzuki,Maruti,2012,500000,48000,Diesel
753,TataIndica,Tata,2012,85000,55000,Diesel
754,MarutiSuzuki,Maruti,2013,165000,25000,Petrol
755,HyundaiEon,Hyundai,2014,200000,28400,Petrol
756,HyundaiEon,Hyundai,2014,200000,28000,Petrol
757,MarutiSuzuki,Maruti,2015,425000,42000,Diesel
759,HyundaiVerna,Hyundai,2012,600000,29000,Diesel
760,ChevroletTavera,Chevrolet,2005,130000,68485,Diesel
761,TataTiago,Tata,2018,430000,3500,Petrol
762,TataTiago,Tata,2019,568500,0,Petrol
765,MarutiSuzuki,Maruti,2006,71000,32000,Petrol
766,MahindraKUV100,Mahindra,2018,560000,8000,Diesel
767,FordEcoSport,Ford,2014,590000,34000,Diesel
768,HindustanMotors,Hindustan,1995,750000,37000,Petrol
769,FordFusion,Ford,2007,125000,85455,Diesel
770,HyundaiSantro,Hyundai,2007,135000,46000,Petrol
771,HyundaiSantro,Hyundai,2002,60000,47000,Petrol
772,FiatLinea,Fiat,2009,120000,64000,Petrol
773,FordIkon,Ford,2008,95000,46000,Petrol
774,MarutiSuzuki,Maruti,2017,240000,8000,Petrol
775,TataIndica,Tata,2012,115000,64000,Diesel
776,MahindraScorpio,Mahindra,2015,795000,63000,Diesel
777,HyundaiSantro,Hyundai,2007,55000,65000,Petrol
778,MahindraXylo,Mahindra,2009,300000,62000,Diesel
779,HyundaiGrand,Hyundai,2014,320000,41000,Petrol
780,MarutiSuzuki,Maruti,2015,265000,14000,Petrol
781,ToyotaCorolla,Toyota,2006,160000,40000,Petrol
782,HyundaiEon,Hyundai,2017,300000,1600,Petrol
783,TataSumo,Tata,2010,130000,90000,Diesel
784,MarutiSuzuki,Maruti,2011,250000,58000,Diesel
785,VolkswagenPolo,Volkswagen,2013,380000,27000,Petrol
786,MarutiSuzuki,Maruti,2003,42000,60000,Petrol
787,TataTiago,Tata,2017,400000,31000,Petrol
788,MarutiSuzuki,Maruti,2009,120000,90000,Diesel
789,MarutiSuzuki,Maruti,2009,120000,90000,Diesel
790,TataIndigo,Tata,2016,130000,150000,Diesel
791,ChevroletBeat,Chevrolet,2014,189000,31000,Diesel
793,MahindraXylo,Mahindra,2011,365000,43000,Diesel
794,HyundaiEon,Hyundai,2013,170000,20000,Petrol
804,TataSumo,Tata,2013,215000,100000,Petrol
813,TataNano,Tata,2013,60000,7000,Petrol
814,HyundaiElite,Hyundai,2017,599999,31000,Petrol
815,Hyundaii10,Hyundai,2009,400000,33000,Petrol
816,HyundaiCreta,Hyundai,2016,900000,60000,Diesel
817,VolkswagenPolo,Volkswagen,2013,299999,48000,Diesel
818,MarutiSuzuki,Maruti,2014,374999,33000,Petrol
819,TataBolt,Tata,2015,600000,15000,Petrol
820,MarutiSuzuki,Maruti,2005,70000,47000,Petrol
821,MarutiSuzuki,Maruti,2005,100000,40000,Petrol
823,MarutiSuzuki,Maruti,2010,150000,38000,Diesel
824,MarutiSuzuki,Maruti,2017,225000,12500,Petrol
825,MarutiSuzuki,Maruti,2009,210000,42000,Petrol
827,Hyundaii20,Hyundai,2014,425000,31000,Petrol
828,MarutiSuzuki,Maruti,2008,162000,60000,Diesel
829,TataIndica,Tata,2005,60000,80000,Diesel
830,MahindraScorpio,Mahindra,2014,650000,77000,Diesel
831,ToyotaInnova,Toyota,2012,750000,75000,Diesel
832,MahindraXylo,Mahindra,2010,375000,40000,Diesel
833,Hyundaii20,Hyundai,2011,230000,47000,Petrol
834,MarutiSuzuki,Maruti,2000,35999,60000,Petrol
835,MahindraKUV100,Mahindra,2016,380000,26500,Petrol
836,MahindraKUV100,Mahindra,2019,560000,2875,Petrol
837,DatsunGo,Datsun,2016,285000,13900,Petrol
838,FordEndeavor,Ford,2019,2900000,9000,Diesel
839,TataIndica,Tata,2005,39999,80000,Diesel
840,HyundaiSantro,Hyundai,2006,85000,60000,Petrol
841,MarutiSuzuki,Maruti,2016,395000,20000,Petrol
842,MarutiSuzuki,Maruti,2008,175000,58000,Diesel
843,MarutiSuzuki,Maruti,2019,400000,1500,Petrol
844,ToyotaInnova,Toyota,2011,750000,75000,Diesel
846,MarutiSuzuki,Maruti,2016,250000,2450,Petrol
847,MarutiSuzuki,Maruti,2019,425000,1625,Petrol
849,VolkswagenPolo,Volkswagen,2017,525000,45000,Petrol
850,MahindraLogan,Mahindra,2009,130000,65000,Diesel
851,MarutiSuzuki,Maruti,2000,30000,33400,Petrol
852,MahindraScorpio,Mahindra,2011,475000,60123,Diesel
853,ChevroletSail,Chevrolet,2013,300000,28000,Petrol
855,HyundaiSantro,Hyundai,2003,60000,70000,Petrol
856,MarutiSuzuki,Maruti,2006,100000,7000,Petrol
857,HyundaiEon,Hyundai,2018,260000,25000,Petrol
858,TataManza,Tata,2015,100000,100000,Diesel
860,ToyotaEtios,Toyota,2013,265000,42000,Petrol
861,HyundaiGetz,Hyundai,2009,115000,20000,Petrol
862,ToyotaQualis,Toyota,2003,180000,100000,Diesel
863,HyundaiSantro,Hyundai,2004,45000,137495,Petrol
864,TataIndica,Tata,2016,50500,91200,Diesel
865,HondaCity,Honda,2009,270000,55000,Petrol
866,TataZest,Tata,2017,290000,120000,Diesel
867,MahindraQuanto,Mahindra,2013,325000,63000,Diesel
868,TataIndigo,Tata,2016,160000,104000,Diesel
869,MarutiSuzuki,Maruti,2016,350000,146000,Diesel
870,HyundaiElite,Hyundai,2011,290000,40000,Petrol
871,Hyundaii20,Hyundai,2011,290000,40000,Petrol
872,ChevroletTavera,Chevrolet,2007,465000,100800,Diesel
873,MarutiSuzuki,Maruti,2016,325000,150000,Diesel
874,HyundaiElite,Hyundai,2018,510000,2100,Petrol
875,HondaCity,Honda,2016,860000,95000,Petrol
876,MarutiSuzuki,Maruti,2016,450000,2500,Diesel
877,HyundaiGetz,Hyundai,2006,125000,80000,Petrol
878,MercedesBenz,Mercedes,2006,500001,15000,Petrol
879,MarutiSuzuki,Maruti,2005,95000,65000,Petrol
880,MarutiSuzuki,Maruti,2009,250000,51000,Diesel
881,SkodaFabia,Skoda,2009,110000,45000,Petrol
883,MarutiSuzuki,Maruti,2011,270000,50000,Petrol
885,TataIndica,Tata,2009,110000,30000,Diesel
886,ToyotaCorolla,Toyota,2009,300000,132000,Petrol
888,TataZest,Tata,2018,260000,27000,Diesel
889,MahindraQuanto,Mahindra,2013,390000,40000,Diesel
